Lemma,Sentiment Level
anger,1.9259259259259258
stunk,1.930232558139535
grudgingly,1.9333333333333333
displeasure,1.9333333333333333
distasteful,1.9375
apology,1.9391634980988592
criminal,1.9420289855072463
consent,1.9473684210526316
smirk,1.95
reversed,1.95
reimburse,1.95
abomination,1.9523809523809523
dispatch,1.9545454545454546
blankly,1.9565217391304348
refusing,1.9565217391304348
angrily,1.9565217391304348
uneducated,1.9655172413793103
pathetic,1.9715909090909092
awful,1.9725490196078432
horrific,1.9770114942528736
abysmal,1.98
defensive,1.9836065573770492
falsely,2.0
repulsive,2.0
displeased,2.0
cussed,2.0
impatiently,2.0
scummy,2.0
bureau,2.0
irresponsible,2.0
harassment,2.0
hurriedly,2.0
careless,2.017543859649123
yuck,2.0179640718562872
terrible,2.0205999277195517
tablespoon,2.0217391304347827
cancel,2.0242214532871974
crook,2.026315789473684
methinks,2.0294117647058822
fingernail,2.037037037037037
unseasoned,2.0444444444444443
shoddy,2.0444444444444443
hastily,2.0454545454545454
notify,2.046511627906977
unsanitary,2.05
dispatcher,2.05
tasteless,2.050228310502283
pitiful,2.0555555555555554
indifference,2.0555555555555554
blatantly,2.06
acknowledge,2.060931899641577
theft,2.0625
hateful,2.0625
blatant,2.066666666666667
aggravation,2.0689655172413794
cox,2.0704225352112675
ungrateful,2.0714285714285716
impolite,2.0714285714285716
abusive,2.0714285714285716
poorly,2.0718816067653276
waive,2.073170731707317
filth,2.076923076923077
racist,2.0806451612903225
unwilling,2.081967213114754
downhill,2.081967213114754
defective,2.0833333333333335
interrupted,2.0875
shrug,2.088235294117647
horrendous,2.0903954802259888
substandard,2.090909090909091
denominator,2.090909090909091
rational,2.090909090909091
unpaid,2.090909090909091
unfriendly,2.095940959409594
horrid,2.096
flavorless,2.096703296703297
aggressively,2.096774193548387
billed,2.1
laughable,2.1
roach,2.1142857142857143
moldy,2.1153846153846154
lousy,2.1171171171171173
altercation,2.1176470588235294
disconnect,2.12
screwing,2.125
prepay,2.125
deception,2.125
inept,2.128205128205128
liability,2.128205128205128
zero,2.129161118508655
empathy,2.130434782608696
atrocious,2.1311475409836067
bewildered,2.1333333333333333
unedible,2.1333333333333333
contempt,2.1333333333333333
waste,2.1333803810868033
gossiping,2.1379310344827585
serial,2.142857142857143
confront,2.142857142857143
egregious,2.142857142857143
unorganized,2.145631067961165
verbally,2.1463414634146343
unattentive,2.15
eatable,2.15
hertz,2.1538461538461537
jagged,2.1538461538461537
disgust,2.156862745098039
nonchalant,2.1578947368421053
blandness,2.1578947368421053
rotting,2.161290322580645
uninterested,2.1639344262295084
hostile,2.1666666666666665
gnat,2.1666666666666665
budge,2.1666666666666665
confrontation,2.1666666666666665
unsuspecting,2.1724137931034484
worthless,2.1724137931034484
tepid,2.1739130434782608
scold,2.176470588235294
nastiness,2.176470588235294
clump,2.1785714285714284
reconcile,2.1818181818181817
incapable,2.1818181818181817
surveillance,2.1818181818181817
unfolded,2.1818181818181817
explicitly,2.1818181818181817
particle,2.1875
salmonella,2.1875
malfunction,2.1875
slop,2.188679245283019
reply,2.1942148760330578
bait,2.1954022988505746
mumbling,2.2
investigation,2.2
disinterested,2.2
reschedule,2.2
sewage,2.2
smug,2.2
irate,2.2
inefficient,2.2083333333333335
unkempt,2.210526315789474
pleading,2.2142857142857144
disbelief,2.2142857142857144
belligerent,2.217391304347826
prison,2.2195121951219514
false,2.2222222222222223
publicly,2.2222222222222223
rape,2.2222222222222223
boycott,2.2222222222222223
worse,2.224934036939314
lukewarm,2.2325581395348837
slopped,2.235294117647059
thirdly,2.238095238095238
useless,2.23841059602649
unresponsive,2.24
permission,2.24
bogus,2.2439024390243905
tipper,2.25
sneer,2.25
unsatisfactory,2.25
horribly,2.2545454545454544
inconsiderate,2.25531914893617
sarcastic,2.257142857142857
improperly,2.2580645161290325
visibly,2.2586206896551726
snide,2.260869565217391
revolting,2.263157894736842
semblance,2.263157894736842
unwelcome,2.2666666666666666
cocky,2.2666666666666666
acknowledged,2.266932270916335
incorrect,2.26875
screwed,2.2690763052208833
untrained,2.269230769230769
unsatisfying,2.269230769230769
blob,2.269230769230769
threatening,2.27027027027027
apologize,2.2720403022670026
flinch,2.272727272727273
poor,2.2735079433233145
vile,2.2777777777777777
curled,2.2777777777777777
ambulance,2.2777777777777777
proceeds,2.2783505154639174
immature,2.28125
jackass,2.28125
pretended,2.282051282051282
violation,2.2857142857142856
turd,2.2857142857142856
nausea,2.2857142857142856
embarrassment,2.2857142857142856
unappetizing,2.287037037037037
untouched,2.287671232876712
dismal,2.2903225806451615
overcharge,2.293103448275862
cancellation,2.293103448275862
haphazard,2.2941176470588234
flawed,2.2941176470588234
investigating,2.2941176470588234
mealy,2.2962962962962963
meanwhile,2.2992125984251968
remake,2.3
dump,2.3003300330033003
ugh,2.306451612903226
representative,2.306451612903226
artificially,2.3076923076923075
frustration,2.308139534883721
miserably,2.3095238095238093
racial,2.3125
contracted,2.317073170731707
uneven,2.3174603174603177
marginal,2.3181818181818183
incident,2.3203463203463204
dreadful,2.3214285714285716
nasty,2.3225806451612905
blaming,2.323529411764706
repeated,2.3260869565217392
wasted,2.3284313725490198
vomit,2.329896907216495
ruined,2.3333333333333335
unemployment,2.3333333333333335
disheartening,2.3333333333333335
hag,2.3333333333333335
idiotic,2.3333333333333335
scowl,2.3333333333333335
sickly,2.3333333333333335
rampant,2.3333333333333335
bluntly,2.3333333333333335
meaningless,2.3333333333333335
retard,2.3333333333333335
haggard,2.3333333333333335
upset,2.3342175066313
sympathy,2.3448275862068964
choke,2.3461538461538463
responsibility,2.346774193548387
moron,2.3472222222222223
murky,2.347826086956522
notified,2.3482142857142856
invoice,2.3488372093023258
urine,2.3513513513513513
admitted,2.353846153846154
inattentive,2.3552631578947367
rip,2.3567961165048543
knowingly,2.357142857142857
dissatisfied,2.358490566037736
illegally,2.3636363636363638
childish,2.3636363636363638
reiterated,2.3636363636363638
regulation,2.3636363636363638
solicited,2.3636363636363638
sandpaper,2.3636363636363638
inserted,2.3636363636363638
intelligence,2.3636363636363638
cursory,2.3636363636363638
enemy,2.36734693877551
response,2.3674963396778916
discernible,2.3684210526315788
broom,2.3684210526315788
ing,2.3684210526315788
lackadaisical,2.3684210526315788
hideous,2.369565217391304
threat,2.3714285714285714
stale,2.3716337522441653
failure,2.371900826446281
billing,2.373134328358209
gross,2.3745791245791246
deceptive,2.375
dehydration,2.375
incorrectly,2.3766233766233764
cuticle,2.3783783783783785
inexperienced,2.383720930232558
caller,2.3846153846153846
insect,2.3846153846153846
rung,2.3846153846153846
rust,2.3846153846153846
inconvenience,2.38671875
slimy,2.3873873873873874
lint,2.388888888888889
inappropriately,2.388888888888889
faulty,2.393939393939394
miserable,2.3945945945945946
loudly,2.398843930635838
aggravating,2.4
translucent,2.4
misunderstanding,2.4
browning,2.4
robbery,2.4
protest,2.4
unforgivable,2.4
dissatisfaction,2.40625
disaster,2.4074074074074074
notification,2.409090909090909
musty,2.4107142857142856
unimpressive,2.411111111111111
unanswered,2.411764705882353
stolen,2.4121621621621623
redeem,2.4140625
rag,2.414285714285714
gristly,2.4166666666666665
abrasive,2.4166666666666665
gasket,2.4166666666666665
omen,2.4166666666666665
acetone,2.4166666666666665
agony,2.4166666666666665
existent,2.420289855072464
mediocre,2.420967741935484
invisible,2.4242424242424243
lumpy,2.425
inform,2.4262295081967213
edible,2.4268774703557314
apathetic,2.4285714285714284
lawsuit,2.4285714285714284
grossness,2.4285714285714284
naive,2.4285714285714284
harass,2.433333333333333
discretion,2.4347826086956523
curt,2.435483870967742
unpleasant,2.436734693877551
slime,2.4375
disinfectant,2.4375
expiring,2.4375
memo,2.44
mildew,2.44
behavior,2.4404145077720205
arriba,2.4444444444444446
arrogant,2.4453125
unhappy,2.4483985765124556
soured,2.4545454545454546
stung,2.4545454545454546
payed,2.4565217391304346
unsatisfied,2.46
elbowed,2.4615384615384617
profanity,2.4615384615384617
sorely,2.462962962962963
discrepancy,2.4642857142857144
teaspoon,2.4642857142857144
nope,2.4662447257383966
progressively,2.466666666666667
expiration,2.466666666666667
unevenly,2.466666666666667
reconsider,2.466666666666667
argument,2.4680851063829787
bleeding,2.46875
urgency,2.4693877551020407
compensate,2.4698795180722892
obese,2.4705882352941178
gristle,2.4714285714285715
nightmare,2.474320241691843
fletcher,2.4761904761904763
wasting,2.477064220183486
unsafe,2.480769230769231
yelling,2.483050847457627
management,2.4846153846153847
policy,2.485239852398524
receipt,2.4855687606112054
garbage,2.486322188449848
indifferent,2.4886363636363638
confirmation,2.490322580645161
politely,2.492424242424242
severely,2.493333333333333
plague,2.4939759036144578
advertise,2.4945054945054945
marginally,2.5
muttering,2.5
unattractive,2.5
warped,2.5
nonexistent,2.5
misery,2.5
excusable,2.5
clumpy,2.5
disrepair,2.5
misleading,2.5
mysteriously,2.5
unpleasantly,2.5
despair,2.5
leadership,2.5
doom,2.5
accountability,2.5
nozzle,2.5
uneaten,2.5
socket,2.5
fraudulent,2.5
justification,2.5
outrage,2.5
depressing,2.5039370078740157
piss,2.5064935064935066
trash,2.5066964285714284
blah,2.50752688172043
upsetting,2.5084745762711864
disappointing,2.5101925254813136
misfortune,2.5121951219512195
dirty,2.5132517838939856
excuse,2.513264129181084
authorized,2.515151515151515
motel,2.515837104072398
smudge,2.5172413793103448
measly,2.5185185185185186
lease,2.52
inexplicably,2.5217391304347827
begrudgingly,2.5217391304347827
penalty,2.5217391304347827
chipped,2.522222222222222
sickening,2.5238095238095237
t,4.2727272727272725
scrapbook,4.2727272727272725
hysterically,4.2727272727272725
eclipse,4.2727272727272725
jaeger,4.2727272727272725
sod,4.2727272727272725
regarder,4.2727272727272725
interactive,4.273809523809524
fairy,4.2745098039215685
yoga,4.2745098039215685
demi,4.275862068965517
jeff,4.276470588235294
hesitate,4.276657060518732
enthusiast,4.276785714285714
furry,4.277777777777778
fern,4.277777777777778
skyscraper,4.277777777777778
defiantly,4.279187817258883
amazingly,4.27979274611399
scrambler,4.28
wholeheartedly,4.28
adore,4.280788177339901
dom,4.28125
vapor,4.28125
salle,4.28125
shortbread,4.283333333333333
transported,4.283464566929134
growler,4.283783783783784
personable,4.285511363636363
franklin,4.285714285714286
wonderfulness,4.285714285714286
collision,4.285714285714286
rewarding,4.285714285714286
humanly,4.285714285714286
escalade,4.285714285714286
therapeutic,4.285714285714286
virginity,4.285714285714286
overtone,4.285714285714286
refuel,4.285714285714286
prohibition,4.285714285714286
cuttlefish,4.285714285714286
distilled,4.285714285714286
marry,4.288461538461538
scorpion,4.2894736842105265
alan,4.2894736842105265
sensational,4.2894736842105265
gifted,4.2894736842105265
genuine,4.289817232375979
affordable,4.290424857324033
paired,4.291666666666667
helmet,4.291666666666667
currant,4.291666666666667
exquisitely,4.291666666666667
favorite,4.2919633774160735
excellent,4.292526173940085
chee,4.2926829268292686
stunning,4.292834890965732
enhanced,4.293333333333333
affinity,4.294117647058823
laura,4.294117647058823
swimmer,4.294117647058823
succulent,4.294573643410852
celebrated,4.294964028776978
delicate,4.295302013422819
gentle,4.297413793103448
daunting,4.297872340425532
outstanding,4.298136645962733
intimate,4.2990897269180754
artfully,4.3
vesper,4.3
honeycomb,4.3
adorable,4.300225733634312
apprehensive,4.3023255813953485
silky,4.3023255813953485
wellington,4.303703703703704
vas,4.304347826086956
dilly,4.304347826086956
jewel,4.3046875
dutch,4.305555555555555
ballet,4.3061224489795915
delicately,4.3061224489795915
bounty,4.3076923076923075
conscientious,4.3076923076923075
husky,4.3076923076923075
gardener,4.3076923076923075
sparking,4.3076923076923075
overture,4.3076923076923075
martial,4.3076923076923075
converting,4.3076923076923075
upstate,4.3076923076923075
achievement,4.3076923076923075
mealtime,4.3076923076923075
fleck,4.3076923076923075
coziness,4.3076923076923075
cava,4.3076923076923075
gourmand,4.3076923076923075
hin,4.3076923076923075
professional,4.308035714285714
botanical,4.310344827586207
homeowner,4.310344827586207
pied,4.310344827586207
graham,4.310679611650485
wealth,4.311111111111111
velvety,4.311111111111111
skillfully,4.3125
pinball,4.313953488372093
mel,4.314285714285714
flexible,4.314465408805032
terrific,4.314685314685315
electrician,4.315789473684211
chia,4.315789473684211
lust,4.315789473684211
courthouse,4.315789473684211
decadent,4.3175487465181055
soothing,4.317829457364341
delightfully,4.318181818181818
excellently,4.318181818181818
ville,4.319148936170213
frothy,4.32
demonstration,4.321428571428571
await,4.321428571428571
superbly,4.321428571428571
venison,4.321428571428571
aerial,4.321428571428571
importantly,4.3215859030837
autumn,4.32258064516129
elegantly,4.324324324324325
spiritual,4.325
seasonally,4.325581395348837
hesitation,4.325842696629214
dream,4.32620320855615
autograph,4.326530612244898
genuinely,4.328571428571428
notch,4.329088471849866
rehearsal,4.333333333333333
incomparable,4.333333333333333
briny,4.333333333333333
corking,4.333333333333333
invasion,4.333333333333333
playtime,4.333333333333333
ode,4.333333333333333
saguaro,4.333333333333333
sponsor,4.333333333333333
intensity,4.333333333333333
smorgasbord,4.333333333333333
hale,4.333333333333333
discipline,4.333333333333333
roka,4.333333333333333
hemp,4.333333333333333
clockwork,4.333333333333333
coaching,4.333333333333333
kyle,4.333333333333333
brett,4.333333333333333
sourness,4.333333333333333
sphere,4.333333333333333
fearful,4.333333333333333
invigorating,4.333333333333333
hydrate,4.333333333333333
coed,4.333333333333333
budding,4.333333333333333
proposal,4.333333333333333
naga,4.333333333333333
inaugural,4.333333333333333
basilica,4.333333333333333
marvelous,4.337349397590361
instructor,4.338164251207729
pleasure,4.339240506329114
intricate,4.340425531914893
conservatory,4.340425531914893
praline,4.341463414634147
savoy,4.3428571428571425
luscious,4.343283582089552
soho,4.34375
savor,4.344262295081967
wonderland,4.344262295081967
grateful,4.34469696969697
awesome,4.344893705710713
tailor,4.345238095238095
author,4.346153846153846
kindness,4.346534653465347
captivating,4.3478260869565215
chalet,4.3478260869565215
masterfully,4.3478260869565215
perfect,4.349187090512012
disappoint,4.349635796045786
beautifully,4.34984520123839
kat,4.351351351351352
lily,4.352941176470588
smog,4.352941176470588
flawlessly,4.352941176470588
ease,4.353535353535354
heartily,4.354838709677419
kai,4.3561643835616435
canon,4.357142857142857
kafta,4.357142857142857
arc,4.357142857142857
chant,4.357142857142857
antler,4.357142857142857
addiction,4.358778625954199
generosity,4.36
skilled,4.360544217687075
wonderfully,4.362573099415204
rival,4.363636363636363
soldier,4.363636363636363
photography,4.363636363636363
delicioso,4.363636363636363
soprano,4.363636363636363
congratulate,4.363636363636363
agreeable,4.363636363636363
lounger,4.363636363636363
omega,4.363636363636363
gobbler,4.363636363636363
hydraulic,4.363636363636363
harmonious,4.363636363636363
inception,4.363636363636363
longue,4.363636363636363
bravo,4.364779874213837
impeccably,4.36734693877551
naughty,4.36734693877551
happiness,4.367924528301887
thoughtful,4.368055555555555
wonderful,4.368300423131171
eucalyptus,4.368421052631579
lance,4.368421052631579
spotless,4.3689839572192515
dreamy,4.369565217391305
woohoo,4.37037037037037
victor,4.37037037037037
playful,4.372093023255814
quilt,4.375
regent,4.375
dieter,4.375
barbershop,4.375
unanimous,4.375
humidor,4.375
paolo,4.375
fantastic,4.379709643968199
taffy,4.380952380952381
tod,4.380952380952381
environmental,4.380952380952381
whoo,4.380952380952381
magnificent,4.381502890173411
sensory,4.382352941176471
majestic,4.382352941176471
chaya,4.384615384615385
tribal,4.384615384615385
morocco,4.384615384615385
increment,4.384615384615385
strenuous,4.384615384615385
fabulous,4.385346756152125
unobtrusive,4.387096774193548
smitten,4.388888888888889
emotionally,4.388888888888889
communicative,4.388888888888889
wellness,4.389830508474576
quartet,4.391304347826087
inspiration,4.391891891891892
heartbeat,4.392307692307693
ana,4.392857142857143
pillowy,4.393939393939394
obsession,4.395061728395062
gardening,4.395348837209302
scrumptious,4.4
dale,4.4
mouthwash,4.4
jake,4.4
blemish,4.4
mobility,4.4
inhale,4.4
newton,4.4
feminine,4.4
divine,4.400852878464819
heaven,4.4051927616050355
collectible,4.405405405405405
healing,4.407407407407407
delectable,4.411003236245954
preservation,4.411764705882353
thorough,4.412162162162162
awesomeness,4.4125874125874125
painter,4.413793103448276
blessed,4.414634146341464
restrain,4.416666666666667
nancy,4.416666666666667
asymmetrical,4.416666666666667
rend,4.416666666666667
hangar,4.416666666666667
dentistry,4.416666666666667
anesthesia,4.416666666666667
impersonation,4.416666666666667
inspirational,4.416666666666667
immortal,4.416666666666667
envious,4.416666666666667
insightful,4.416666666666667
immaculate,4.417391304347826
savored,4.418181818181818
superb,4.419431279620853
chanterelle,4.421052631578948
alternating,4.421052631578948
pomme,4.4222222222222225
tango,4.423076923076923
amazing,4.424188072512972
mindful,4.424242424242424
heavenly,4.426195426195426
goulash,4.428571428571429
emporium,4.428571428571429
chiropractic,4.428571428571429
uplifting,4.428571428571429
thoughtfulness,4.428571428571429
elaine,4.428571428571429
lovingly,4.428571428571429
chauffeur,4.428571428571429
delectably,4.428571428571429
vita,4.428571428571429
raja,4.428571428571429
sharable,4.428571428571429
informative,4.42997542997543
royalty,4.433333333333334
intuitive,4.433333333333334
candlelight,4.434782608695652
friendship,4.434782608695652
vaulted,4.4375
personalize,4.4375
meticulously,4.439024390243903
thoughtfully,4.439024390243903
canine,4.4411764705882355
oolong,4.444444444444445
butler,4.444444444444445
artistic,4.444444444444445
exemplary,4.444444444444445
ingenious,4.444444444444445
bonsai,4.444444444444445
nectar,4.444444444444445
perfection,4.4445205479452055
attic,4.45
magnum,4.45
bliss,4.451127819548872
addicted,4.452107279693487
trustworthy,4.4523809523809526
yogi,4.4523809523809526
impeccable,4.453280318091451
knowledgeable,4.453828828828829
erika,4.454545454545454
artful,4.454545454545454
locksmith,4.454545454545454
retractable,4.454545454545454
sola,4.454545454545454
unpretentious,4.456140350877193
awesomely,4.4576271186440675
utmost,4.458333333333333
indulgent,4.46
awe,4.4609375
esoteric,4.461538461538462
limitless,4.461538461538462
trotter,4.461538461538462
spooning,4.461538461538462
insight,4.462962962962963
phenomenal,4.466463414634147
painless,4.466666666666667
sumac,4.466666666666667
seater,4.466666666666667
hiro,4.466666666666667
gorgeously,4.466666666666667
drool,4.46875
seamlessly,4.46875
poetry,4.46875
hiker,4.470588235294118
roofing,4.470588235294118
archery,4.470588235294118
helpfulness,4.470588235294118
tory,4.470588235294118
talented,4.47075208913649
cote,4.473684210526316
octane,4.475
beth,4.476190476190476
degustation,4.476190476190476
gizzard,4.476190476190476
highly,4.476325088339222
accomplishment,4.478260869565218
paco,4.478260869565218
hooked,4.479477611940299
competitively,4.48
pampered,4.480392156862745
charismatic,4.481481481481482
incredible,4.486553784860558
centerpiece,4.487179487179487
jo,4.487804878048781
supportive,4.492063492063492
jordan,4.5
invaluable,4.5
consummate,4.5
poem,4.5
experimented,4.5
submarine,4.5
explorer,4.5
sinfully,4.5
meditation,4.5
doodle,4.5
stuffiness,4.5
mahogany,4.5
rejoice,4.5
exhilarating,4.5
earthiness,4.5
seductive,4.5
filo,4.5
snowflake,4.5
cycling,4.513513513513513
expertly,4.516393442622951
oodles,4.523809523809524
bree,4.529411764705882
tapestry,4.533333333333333
seth,4.533333333333333
violin,4.533333333333333
transform,4.535714285714286
encouragement,4.535714285714286
gem,4.5366008911521325
tammy,4.538461538461538
tanner,4.538461538461538
exquisite,4.541062801932367
unbeatable,4.544642857142857
fiddle,4.545454545454546
fantastico,4.545454545454546
worship,4.545454545454546
cacao,4.545454545454546
intelligentsia,4.545454545454546
wod,4.545454545454546
bumble,4.555555555555555
unmatched,4.555555555555555
orgasmic,4.5606060606060606
communicator,4.5625
dedicate,4.5625
ecstasy,4.565217391304348
unforgettable,4.569444444444445
brent,4.571428571428571
colorist,4.571428571428571
seamless,4.571428571428571
unparalleled,4.571428571428571
jess,4.571428571428571
kinky,4.571428571428571
veterinary,4.578947368421052
flawless,4.579617834394904
cyclist,4.580645161290323
compassionate,4.582278481012659
oversell,4.583333333333333
credible,4.583333333333333
charisma,4.583333333333333
approachable,4.594202898550725
metropolis,4.6
cheered,4.6
masterpiece,4.6022727272727275
meticulous,4.605633802816901
effortlessly,4.611111111111111
prefect,4.611111111111111
thoroughness,4.615384615384615
amaze,4.615384615384615
punctual,4.622641509433962
perfecto,4.625
timeless,4.625
transcendent,4.625
sublime,4.632075471698113
emulsion,4.636363636363637
teasing,4.636363636363637
airbrush,4.636363636363637
dune,4.636363636363637
spinner,4.636363636363637
dedication,4.641791044776119
immaculately,4.642857142857143
pioneer,4.647058823529412
cruller,4.647058823529412
wondrous,4.666666666666667
cherish,4.666666666666667
soulful,4.666666666666667
knockout,4.666666666666667
passionate,4.675257731958763
hydration,4.6875
waxer,4.7
perfectionist,4.717391304347826
masterful,4.72
layman,4.7272727272727275
miraculous,4.7272727272727275
henna,4.7272727272727275
noel,4.7272727272727275
flores,4.7272727272727275
limu,4.7272727272727275
effortless,4.7368421052631575
feline,4.75
unrivaled,4.75
boudoir,4.769230769230769
nationally,4.769230769230769
infectious,4.777777777777778
dexter,4.785714285714286
patel,4.785714285714286
euphoric,4.7894736842105265
choir,4.8
lori,4.838709677419355
shelly,4.857142857142857
kent,4.909090909090909
shavery,4.916666666666667
physique,4.923076923076923
acupuncture,4.944444444444445
snapdragon,5.0
